word,similarity,功能,过程,领域
森林,0.1661,合法性,执法,环保
全区,0.1661,规范,执法,环保
偏离,0.1661,合法性,守法,政治
呢,0.1661,规范,守法,环保
党要,0.1661,规范,守法,政治
天津,0.166,规范,执法,科技
更加,0.166,秩序,执法,社会
项,0.1659,规范,司法,科技
您,0.1659,规范,司法,科技
身份,0.1658,合法性,执法,政治
人与自然,0.1658,秩序,守法,环保
分别,0.1658,规范,执法,国际
向善,0.1657,规范,守法,社会
微信,0.1657,规范,司法,环保
孩子,0.1657,规范,执法,环保
分析,0.1657,合法性,执法,经济
良序,0.1656,秩序,守法,社会
多样,0.1656,规范,立法,国际
密切,0.1655,秩序,立法,政治
有助于,0.1654,规范,司法,社会
十三,0.1654,规范,司法,经济
全县,0.1654,规范,守法,环保
安邦,0.1654,规范,守法,科技
普通,0.1653,规范,立法,环保
组织者,0.1652,秩序,守法,科技
英国,0.1651,合法性,立法,国际
谱写,0.1651,秩序,执法,科技
结晶,0.1651,合法性,司法,科技
背离,0.1651,合法性,司法,政治
做好,0.165,规范,司法,经济
原理,0.165,规范,守法,科技
压实,0.165,规范,执法,社会
首要,0.165,规范,守法,政治
发挥作用,0.165,秩序,司法,社会
课堂,0.1649,规范,司法,科技
自然,0.1648,秩序,司法,环保
系统工程,0.1648,规范,守法,科技
是不是,0.1648,合法性,守法,政治
几千年,0.1648,合法性,立法,社会
道,0.1648,秩序,执法,国际
一批,0.1647,规范,司法,科技
牢,0.1647,秩序,立法,政治
多边,0.1647,秩序,执法,国际
离不开,0.1646,规范,守法,科技
贯通,0.1646,规范,立法,政治
优质,0.1645,规范,司法,科技
心田,0.1645,规范,守法,科技
开局,0.1645,秩序,立法,经济
党支部,0.1645,规范,执法,环保
照抄,0.1644,合法性,立法,政治
送到,0.1644,规范,执法,环保
两翼,0.1644,规范,守法,科技
精神实质,0.1644,规范,立法,政治
出去,0.1643,规范,守法,国际
走实,0.1642,规范,执法,政治
元气,0.1642,秩序,守法,经济
高素质,0.1642,规范,守法,科技
出席,0.1642,合法性,立法,国际
真正,0.1641,秩序,守法,社会
省部级,0.1641,规范,司法,科技
进村,0.1641,规范,执法,环保
随着,0.164,规范,司法,经济
世界观,0.164,秩序,守法,政治
巩固,0.1639,秩序,执法,经济
最为,0.1638,秩序,立法,国际
前面,0.1638,规范,执法,政治
忙,0.1638,规范,执法,环保
公共,0.1637,规范,执法,社会
应是,0.1636,规范,守法,政治
理论意义,0.1636,合法性,立法,经济
之力,0.1635,合法性,守法,科技
前瞻性,0.1635,合法性,立法,科技
再次,0.1634,合法性,司法,国际
相当,0.1634,规范,司法,经济
通晓,0.1634,合法性,守法,国际
少年,0.1634,规范,司法,科技
多少,0.1634,合法性,执法,科技
循序渐进,0.1633,规范,立法,政治
巨大成就,0.1633,秩序,司法,经济
河北,0.1633,规范,执法,环保
办法,0.1633,规范,立法,社会
严峻,0.1632,秩序,执法,经济
特,0.1632,合法性,执法,经济
路,0.1632,秩序,执法,科技
纵容,0.1631,合法性,守法,政治
正当防卫,0.1631,合法性,司法,社会
牢固,0.1631,秩序,守法,政治
最新,0.163,规范,立法,国际
正常,0.163,秩序,执法,经济
与否,0.163,合法性,守法,社会
这么,0.1629,规范,守法,环保
其实,0.1629,规范,立法,环保
已,0.1628,规范,执法,国际
一起,0.1628,秩序,司法,环保
旗帜,0.1628,秩序,立法,政治
简政放权,0.1627,规范,执法,经济
公园,0.1627,秩序,立法,环保
仪式,0.1626,规范,执法,科技
承诺,0.1626,合法性,司法,国际
请问,0.1625,合法性,执法,政治
兼修,0.1625,规范,守法,科技
不久前,0.1625,规范,司法,国际
诺,0.1624,秩序,执法,经济
纽带,0.1624,秩序,司法,经济
控制,0.1624,规范,执法,环保
本地,0.1624,规范,立法,环保
辽宁,0.1623,规范,司法,科技
珍惜,0.1622,秩序,守法,政治
外交,0.1622,秩序,司法,政治
最近,0.1621,规范,执法,环保
关键所在,0.1621,规范,守法,经济
现状,0.162,合法性,执法,经济
该,0.162,合法性,执法,国际
治理者,0.1619,规范,立法,科技
蕴含,0.1619,秩序,立法,科技
孕育,0.1619,秩序,立法,科技
社会化,0.1619,规范,执法,社会
情怀,0.1619,秩序,守法,社会
揭示,0.1619,合法性,立法,科技
诞生,0.1619,规范,立法,国际
迅速,0.1618,规范,执法,环保
航向,0.1618,秩序,立法,政治
乡村,0.1617,规范,守法,科技
市场竞争,0.1617,规范,守法,经济
见效,0.1617,规范,立法,经济
藩篱,0.1617,合法性,司法,科技
动力,0.1617,秩序,守法,经济
张,0.1616,规范,司法,科技
外商投资,0.1616,规范,执法,经济
主义,0.1615,秩序,执法,国际
责无旁贷,0.1614,秩序,守法,社会
责任感,0.1614,规范,守法,政治
强,0.1614,规范,守法,科技
服务型,0.1614,规范,守法,经济
障碍,0.1613,规范,司法,科技
营造,0.1612,规范,守法,社会
铭刻,0.1612,秩序,守法,政治
做事,0.1611,规范,守法,政治
总书记,0.1611,秩序,立法,科技
要素,0.1611,规范,执法,科技
贴近,0.1611,规范,立法,社会
双重标准,0.1611,合法性,执法,政治
造成,0.161,秩序,执法,环保
三权分立,0.161,合法性,守法,政治
可靠,0.161,规范,执法,政治
广大群众,0.161,规范,守法,社会
从而,0.161,规范,守法,社会
直面,0.1609,合法性,司法,政治
湖,0.1609,秩序,司法,环保
必然选择,0.1609,秩序,立法,经济
浦东,0.1608,规范,立法,科技
的话,0.1608,秩序,执法,经济
自主,0.1607,规范,立法,科技
专栏,0.1607,合法性,司法,经济
整改,0.1607,规范,执法,环保
详见,0.1607,规范,司法,国际
网,0.1607,规范,执法,经济
方案,0.1607,规范,司法,环保
同,0.1606,秩序,司法,国际
国际形象,0.1606,秩序,守法,国际
风尚,0.1606,规范,守法,社会
放心,0.1606,规范,守法,环保
注入,0.1605,秩序,司法,经济
社会各界,0.1605,合法性,司法,社会
潜移默化,0.1605,规范,守法,环保
吃透,0.1605,合法性,立法,政治
正确认识,0.1604,规范,守法,政治
提,0.1604,规范,执法,经济
台湾,0.1604,合法性,立法,国际
送上门,0.1604,规范,司法,环保
经营,0.1604,规范,守法,经济
撑起,0.1603,秩序,守法,科技
团,0.1602,规范,司法,国际
凝结,0.1602,秩序,司法,科技
高地,0.1602,秩序,立法,科技
而生,0.1602,合法性,立法,经济
立场,0.1601,合法性,司法,政治
考验,0.1601,合法性,执法,政治
差别,0.1601,规范,执法,环保
作者,0.16,规范,司法,社会
主要矛盾,0.16,合法性,立法,经济
是因为,0.1599,合法性,守法,政治
生产,0.1599,秩序,执法,环保
技术创新,0.1599,规范,守法,科技
吉林,0.1599,规范,司法,科技
背后,0.1599,规范,司法,科技
小品,0.1598,规范,立法,环保
嫌疑人,0.1598,合法性,执法,国际
市民,0.1598,规范,立法,环保
菲律宾,0.1598,合法性,立法,国际
研判,0.1597,合法性,执法,经济
特点,0.1597,规范,立法,社会
毁掉,0.1597,秩序,守法,社会
出版发行,0.1597,规范,立法,国际
认知,0.1596,合法性,司法,社会
强调,0.1596,秩序,执法,政治
排除,0.1595,合法性,执法,政治
发芽,0.1595,规范,守法,科技
金山,0.1594,秩序,司法,环保
回顾,0.1594,秩序,执法,科技
驱动,0.1593,规范,执法,科技
给予,0.1593,规范,司法,社会
早,0.1592,规范,立法,环保
身上,0.1592,秩序,守法,政治
内核,0.1592,合法性,守法,科技
创作,0.1592,规范,立法,科技
总体布局,0.1591,秩序,立法,政治
什么样,0.1591,合法性,立法,政治
定力,0.1591,秩序,执法,政治
大力发展,0.1591,规范,立法,科技
走,0.159,秩序,执法,科技
光荣,0.159,规范,守法,社会
跨,0.1589,规范,执法,经济
剪刀,0.1589,规范,立法,科技
非政府,0.1589,合法性,立法,社会
在内,0.1588,秩序,司法,国际
一体,0.1588,规范,守法,科技
失去,0.1588,秩序,司法,政治
声明,0.1588,合法性,执法,国际
全局,0.1588,秩序,立法,科技
鸟,0.1587,规范,执法,环保
讲述,0.1587,秩序,司法,科技
分工,0.1587,规范,执法,经济
促成,0.1587,合法性,司法,国际
残疾人,0.1587,规范,司法,社会
呼,0.1586,秩序,立法,社会
管理者,0.1586,规范,守法,环保
信念,0.1585,秩序,守法,政治
数,0.1585,规范,司法,经济
柔性,0.1585,规范,执法,环保
留下,0.1585,秩序,立法,国际
反恐,0.1585,合法性,执法,国际
国泰民安,0.1584,秩序,守法,政治
担忧,0.1584,合法性,立法,经济
川,0.1584,规范,执法,国际
成,0.1584,规范,执法,环保
增强,0.1583,规范,守法,社会
移动,0.1583,规范,司法,科技
岁,0.1583,规范,立法,国际
切入点,0.1583,规范,司法,科技
发达,0.1583,秩序,执法,经济
纪念,0.1582,秩序,立法,国际
福祉,0.1582,秩序,立法,经济
本报,0.1582,规范,执法,国际
整体,0.1581,规范,司法,经济
日益增长,0.1581,规范,立法,经济
河南,0.1581,规范,执法,科技
制乱,0.158,秩序,守法,国际
三农,0.158,规范,司法,科技
面对面,0.158,合法性,司法,科技
大厦,0.1579,秩序,立法,国际
抓好,0.1578,规范,守法,政治
填补,0.1578,规范,立法,环保
升级版,0.1578,规范,执法,科技
短板,0.1578,规范,执法,科技
民声,0.1577,规范,立法,社会
两国,0.1577,秩序,立法,国际
育人,0.1576,规范,守法,科技
见证,0.1575,秩序,执法,国际
十年,0.1574,秩序,司法,经济
子孙万代,0.1573,规范,守法,科技
一段时间,0.1573,规范,执法,经济
青少年,0.1573,规范,守法,国际
篇,0.1573,规范,立法,科技
曝光,0.1572,规范,执法,环保
研讨会,0.1571,规范,司法,国际
搜索,0.1571,规范,执法,经济
老赖,0.1571,规范,司法,社会
之策,0.157,规范,守法,经济
以人为本,0.157,秩序,守法,社会
宣讲,0.157,合法性,立法,科技
内蒙古,0.157,规范,司法,环保
配套,0.1569,规范,立法,环保
老百姓,0.1569,规范,立法,环保
进而,0.1569,规范,守法,社会
中之义,0.1568,规范,守法,科技
线上,0.1568,规范,执法,国际
届,0.1568,规范,立法,科技
低,0.1568,规范,执法,环保
地位,0.1568,秩序,守法,政治
篱笆,0.1567,规范,执法,社会
哪些,0.1566,规范,立法,经济
环境治理,0.1566,秩序,执法,环保
传播者,0.1566,秩序,守法,社会
辩证统一,0.1566,合法性,守法,政治
治军,0.1565,规范,守法,政治
展播,0.1565,规范,司法,国际
电视剧,0.1565,规范,执法,科技
促发展,0.1565,规范,执法,经济
呈现出,0.1565,秩序,立法,经济
小康社会,0.1564,秩序,司法,经济
身边,0.1564,规范,司法,环保
框架,0.1564,秩序,执法,国际
就要,0.1564,规范,守法,政治
宪章,0.1563,秩序,司法,国际
鲜明特征,0.1563,规范,立法,政治
下,0.1563,规范,司法,经济
全面提高,0.1563,规范,守法,科技
增,0.1562,规范,守法,科技
挑战,0.1562,秩序,执法,国际
成效显著,0.1562,规范,执法,经济
一国,0.1561,合法性,守法,经济
理解,0.1561,合法性,守法,政治
来到,0.1561,秩序,立法,环保
敢于,0.1561,合法性,守法,政治
不敢,0.1561,规范,守法,政治
实际效果,0.156,合法性,立法,政治
摄,0.156,规范,执法,环保
去年,0.156,规范,执法,国际
慈善事业,0.156,规范,守法,社会
做出,0.1559,合法性,立法,国际
困难,0.1559,秩序,执法,社会
客观,0.1559,合法性,执法,社会
加深,0.1559,规范,执法,经济
便利,0.1559,规范,执法,经济
空间,0.1558,规范,执法,环保
绝大多数,0.1558,秩序,司法,社会
管网,0.1558,规范,执法,环保
数据网,0.1557,规范,司法,国际
精细化,0.1557,规范,执法,环保
重大进展,0.1556,规范,立法,经济
自由贸易,0.1555,秩序,立法,国际
增加,0.1555,规范,立法,经济
增多,0.1555,秩序,执法,经济
人工智能,0.1555,规范,司法,科技
广大,0.1555,秩序,守法,社会
当作,0.1555,规范,守法,政治
策划,0.1555,秩序,立法,科技
属性,0.1554,规范,司法,社会
呼声,0.1554,秩序,立法,社会
铲除,0.1554,秩序,执法,政治
内心,0.1553,合法性,守法,政治
了解,0.1553,规范,司法,环保
权利保障,0.1552,规范,司法,社会
网格,0.1551,规范,执法,环保
多措,0.1551,规范,守法,社会
实际,0.1549,规范,立法,社会
调研,0.1549,合法性,立法,科技
要义,0.1548,秩序,立法,政治
新闻媒体,0.1548,规范,司法,国际
水平,0.1548,规范,司法,经济
开发,0.1548,规范,司法,科技
关键性,0.1547,合法性,立法,科技
兴疆,0.1546,规范,守法,科技
相互,0.1546,规范,司法,政治
表示,0.1546,秩序,立法,国际
凸显,0.1545,规范,司法,经济
实事求是,0.1545,合法性,立法,政治
上下,0.1545,规范,执法,科技
军队,0.1545,秩序,司法,政治
共生,0.1545,秩序,守法,经济
港人,0.1545,秩序,守法,国际
当天,0.1545,规范,执法,国际
心里,0.1544,规范,守法,环保
访谈,0.1544,秩序,司法,经济
专题片,0.1543,规范,执法,科技
吗,0.1543,规范,执法,环保
干扰,0.1543,秩序,执法,政治
位,0.1542,规范,立法,科技
盲目,0.1542,规范,立法,政治
路上,0.1542,规范,执法,科技
对象,0.1541,规范,司法,社会
表率,0.1541,规范,守法,政治
抓紧,0.154,规范,立法,科技
互信,0.154,秩序,司法,国际
官,0.154,规范,司法,环保
一度,0.1539,秩序,司法,环保
新论,0.1539,规范,守法,科技
崇尚,0.1539,秩序,守法,社会
小事,0.1538,规范,守法,环保
满意度,0.1538,规范,司法,国际
构筑,0.1538,秩序,司法,科技
固有,0.1537,合法性,司法,社会
更好,0.1537,规范,立法,社会
第一线,0.1537,秩序,司法,科技
运营,0.1536,规范,执法,国际
尽管,0.1536,秩序,执法,经济
广西,0.1535,规范,司法,科技
筑,0.1534,秩序,立法,社会
人,0.1534,秩序,司法,社会
多个,0.1534,合法性,执法,国际
荣誉称号,0.1533,规范,守法,科技
决不,0.1533,秩序,执法,政治
多名,0.1533,规范,司法,环保
中加,0.1532,规范,执法,国际
武器,0.1532,秩序,司法,政治
基本国情,0.1532,秩序,守法,社会
跟上,0.1532,规范,立法,科技
播下,0.1532,秩序,守法,科技
便捷,0.1532,规范,执法,环保
纸面,0.1531,合法性,司法,政治
内外,0.1531,规范,执法,国际
面,0.1531,秩序,司法,国际
来信,0.1531,规范,执法,环保
多层次,0.1531,规范,司法,社会
代价,0.1531,秩序,守法,环保
她,0.153,规范,立法,环保
从政,0.153,规范,守法,政治
振兴,0.1529,规范,立法,科技
有赖于,0.1529,规范,守法,社会
其中,0.1529,规范,立法,国际
培育,0.1529,规范,守法,科技
节目,0.1529,规范,执法,科技
期间,0.1528,秩序,司法,国际
之心,0.1527,规范,守法,政治
之上,0.1527,秩序,执法,国际
恐怖主义,0.1527,合法性,执法,国际
妥善,0.1526,秩序,司法,社会
愁,0.1526,规范,司法,科技
应该,0.1525,秩序,守法,政治
图为,0.1525,规范,执法,环保
更是,0.1525,秩序,守法,科技
一贯,0.1524,合法性,执法,政治
兴,0.1524,秩序,守法,科技
淡漠,0.1524,合法性,守法,政治
实训,0.1523,规范,执法,科技
百场,0.1523,规范,立法,国际
两,0.1522,秩序,执法,国际
老年人,0.1522,规范,立法,社会
图,0.1521,规范,执法,环保
同行,0.1521,秩序,司法,科技
视觉,0.1521,规范,司法,环保
群众,0.1521,规范,司法,社会
复制,0.1521,规范,司法,科技
塑造,0.152,秩序,执法,科技
努力实现,0.152,规范,守法,经济
海,0.152,合法性,立法,国际
视野,0.1519,合法性,司法,科技
视频,0.1519,规范,执法,国际
人口,0.1519,秩序,立法,经济
涵养,0.1519,规范,守法,政治
金融业,0.1518,规范,司法,经济
这一,0.1517,合法性,立法,经济
舆论监督,0.1517,规范,司法,环保
播撒,0.1517,秩序,守法,环保
习近平,0.1516,秩序,立法,政治
日渐,0.1516,规范,守法,社会
对立,0.1516,秩序,执法,政治
成色,0.1516,合法性,执法,经济
不仅仅,0.1516,合法性,司法,社会
替代,0.1515,规范,立法,环保
送,0.1515,规范,执法,环保
认认真真,0.1515,规范,守法,政治
来说,0.1515,规范,守法,科技
环境污染,0.1515,规范,执法,环保
核,0.1515,合法性,执法,环保
走访,0.1514,规范,司法,环保
首席,0.1514,合法性,司法,科技
地说,0.1514,秩序,执法,科技
冲突,0.1514,秩序,执法,政治
中来,0.1513,规范,守法,社会
新举措,0.1513,规范,司法,经济
施工图,0.1513,合法性,立法,科技
阐述,0.1513,合法性,立法,政治
展示,0.1512,规范,执法,科技
各项改革,0.1512,规范,立法,经济
非常,0.1512,规范,立法,国际
这份,0.1511,合法性,司法,环保
彰显,0.1511,秩序,司法,社会
稳妥,0.1511,规范,立法,经济
四川,0.1511,规范,司法,科技
功能,0.1511,规范,司法,科技
第七个,0.1511,秩序,立法,环保
导向,0.1511,规范,司法,社会
原因,0.151,合法性,守法,经济
行业,0.151,规范,执法,环保
推动者,0.151,秩序,守法,经济
施政,0.151,合法性,立法,经济
面貌,0.151,秩序,执法,环保
带,0.151,规范,司法,环保
本次,0.151,规范,执法,国际
之名,0.1509,合法性,立法,国际
清单,0.1509,规范,执法,环保
广,0.1509,合法性,立法,经济
信息技术,0.1508,规范,司法,科技
鲜明,0.1508,规范,司法,政治
下去,0.1508,秩序,守法,政治
基于,0.1508,秩序,执法,国际
懂,0.1508,规范,守法,科技
住,0.1507,秩序,执法,经济
全力,0.1507,秩序,司法,科技
亲自,0.1507,合法性,司法,科技
壮大,0.1506,规范,立法,经济
数据,0.1506,规范,执法,经济
世人,0.1506,秩序,执法,国际
前不久,0.1505,规范,执法,科技
居民,0.1505,规范,立法,环保
走出,0.1504,秩序,司法,国际
克服,0.1504,合法性,执法,政治
伟大事业,0.1503,合法性,守法,社会
事,0.1503,秩序,执法,社会
体检,0.1502,规范,执法,环保
惯性,0.1502,合法性,执法,环保
共谋,0.1502,秩序,司法,国际
方便,0.1502,规范,执法,环保
出新,0.1502,规范,立法,经济
这个,0.15,秩序,立法,科技
少,0.15,规范,执法,环保
哪里,0.15,规范,执法,政治
松弛,0.1499,规范,守法,政治
会上,0.1499,规范,司法,国际
一点,0.1498,规范,守法,社会
一场,0.1498,合法性,执法,科技
排头兵,0.1498,规范,守法,科技
邹碧华,0.1497,规范,司法,国际
坚定不移,0.1497,秩序,守法,政治
停留,0.1496,合法性,立法,国际
高质量,0.1496,规范,司法,经济
复合型,0.1496,规范,守法,科技
稳步,0.1494,规范,立法,经济
违背,0.1494,合法性,司法,政治
生长,0.1494,规范,执法,经济
角度,0.1494,规范,执法,社会
高层次,0.1494,规范,立法,科技
生存,0.1493,秩序,司法,社会
从中,0.1492,合法性,守法,经济
最终,0.1491,合法性,司法,国际
联盟,0.1491,规范,执法,国际
精神,0.1491,规范,司法,政治
坚守,0.1491,秩序,守法,科技
破解,0.149,规范,司法,社会
蓬勃发展,0.149,规范,立法,经济
尽责,0.149,规范,守法,政治
奋斗目标,0.149,秩序,立法,政治
变革,0.149,秩序,立法,科技
人性,0.1489,秩序,执法,社会
港人治港,0.1489,合法性,守法,经济
充分证明,0.1489,合法性,立法,政治
市委书记,0.1488,规范,立法,经济
群众反映,0.1488,规范,执法,环保
今年,0.1488,规范,执法,国际
出发点,0.1488,秩序,立法,经济
追逃,0.1487,秩序,执法,政治
高,0.1487,规范,守法,环保
部队,0.1487,合法性,司法,政治
事业,0.1486,规范,守法,科技
破,0.1486,规范,执法,科技
难,0.1486,规范,司法,科技
建,0.1486,规范,立法,环保
掌舵,0.1484,合法性,立法,政治
云南,0.1484,规范,司法,环保
外部环境,0.1484,秩序,立法,经济
透,0.1484,规范,守法,政治
青藏高原,0.1484,规范,立法,环保
题材,0.1483,合法性,立法,科技
眼光,0.1482,合法性,守法,经济
研讨班,0.1482,规范,执法,政治
生,0.1482,合法性,立法,环保
荣获,0.1482,规范,司法,科技
极大,0.1482,秩序,执法,社会
研发,0.148,规范,执法,科技
全民,0.148,规范,守法,社会
今后,0.148,规范,司法,经济
止暴,0.1479,秩序,立法,经济
微博,0.1479,规范,司法,国际
设施,0.1478,规范,执法,环保
难度,0.1478,规范,执法,环保
次,0.1478,规范,执法,国际
粤港澳,0.1477,规范,司法,科技
学员,0.1477,规范,执法,科技
吃劲,0.1477,秩序,守法,政治
庄严,0.1476,秩序,司法,社会
魅力,0.1476,合法性,执法,国际
美丽,0.1476,秩序,执法,环保
江西,0.1476,规范,司法,科技
悟,0.1475,规范,守法,政治
双刃剑,0.1475,规范,守法,经济
抹黑,0.1475,合法性,执法,政治
警方,0.1475,合法性,执法,国际
赋能,0.1475,规范,执法,科技
词,0.1475,规范,立法,环保
如果说,0.1473,合法性,司法,科技
落脚点,0.1473,秩序,立法,经济
发表,0.1473,合法性,立法,国际
温度,0.1472,规范,司法,环保
品格,0.1472,规范,守法,政治
感,0.1472,规范,司法,环保
万余名,0.1471,规范,司法,社会
生态建设,0.1471,规范,立法,环保
内涵,0.1471,规范,立法,政治
金融市场,0.1471,秩序,司法,经济
引进,0.147,规范,立法,科技
新形势下,0.147,规范,司法,政治
类型,0.147,规范,立法,国际
公约,0.147,秩序,执法,国际
处处,0.147,秩序,守法,环保
帮助,0.147,秩序,司法,环保
增效,0.1469,规范,执法,经济
有利,0.1469,秩序,守法,经济
规模,0.1469,规范,立法,经济
倒退,0.1469,合法性,立法,经济
代表团,0.1469,合法性,立法,国际
研修,0.1468,合法性,立法,国际
同期,0.1468,秩序,执法,经济
思维,0.1468,合法性,守法,政治
书写,0.1468,秩序,执法,社会
评选,0.1468,规范,守法,环保
动能,0.1468,秩序,立法,经济
不公,0.1468,秩序,司法,政治
重塑,0.1466,秩序,执法,科技
推出,0.1466,规范,司法,科技
众多,0.1465,规范,立法,国际
分享,0.1465,秩序,执法,科技
调整,0.1465,规范,执法,科技
标本兼治,0.1465,秩序,执法,政治
选拔,0.1464,规范,立法,政治
施工,0.1464,合法性,执法,环保
影响力,0.1463,合法性,司法,国际
举,0.1463,秩序,立法,科技
撑腰,0.1463,合法性,守法,政治
沿线,0.1462,秩序,执法,国际
基本特征,0.1462,合法性,守法,经济
国,0.1462,秩序,执法,国际
人士,0.1461,秩序,立法,社会
措施,0.1461,规范,执法,经济
村干部,0.1461,规范,执法,环保
冲击,0.1461,秩序,执法,经济
产生,0.1461,合法性,司法,环保
舆论,0.146,合法性,司法,政治
评判,0.146,合法性,司法,政治
对话,0.146,秩序,执法,国际
提速,0.1458,规范,执法,经济
评价,0.1458,规范,执法,科技
各项政策,0.1458,规范,立法,经济
行动,0.1457,规范,执法,环保
经济社会,0.1457,秩序,立法,经济
解决,0.1457,规范,司法,社会
版式,0.1457,规范,司法,国际
百名,0.1457,规范,司法,国际
执政党,0.1456,合法性,立法,政治
银山,0.1456,秩序,守法,环保
同频,0.1456,合法性,立法,科技
算法,0.1456,规范,司法,科技
减少,0.1456,规范,执法,环保
多样化,0.1456,规范,立法,经济
表明,0.1456,合法性,司法,经济
一带,0.1455,合法性,立法,国际
生机,0.1455,秩序,立法,经济
消除,0.1454,规范,执法,社会
使命感,0.1454,规范,守法,政治
品牌,0.1454,规范,守法,科技
点,0.1454,秩序,执法,科技
办好,0.1454,规范,司法,科技
重要讲话,0.1453,规范,执法,经济
通俗,0.1453,规范,立法,科技
急难,0.1453,规范,司法,社会
关注,0.1453,规范,立法,社会
底线,0.1452,规范,守法,政治
深邃,0.1451,合法性,立法,政治
融入,0.145,秩序,司法,科技
努力提高,0.145,规范,守法,社会
宏大,0.145,合法性,立法,科技
党兴,0.1449,规范,守法,政治
演进,0.1448,秩序,立法,经济
瓶颈,0.1448,规范,执法,科技
继续,0.1448,秩序,司法,经济
成员国,0.1448,合法性,执法,国际
真诚,0.1447,秩序,守法,政治
这里,0.1447,秩序,立法,环保
工程,0.1447,规范,立法,科技
定于一尊,0.1447,合法性,立法,政治
特质,0.1446,合法性,守法,科技
国际竞争,0.1446,合法性,立法,科技
点滴,0.1446,规范,守法,环保
保,0.1446,秩序,执法,经济
契机,0.1445,秩序,执法,环保
内心深处,0.1445,合法性,守法,政治
宽广,0.1445,合法性,守法,国际
前途,0.1444,秩序,守法,政治
年来,0.1444,秩序,执法,国际
铿锵,0.1444,秩序,立法,科技
方略,0.1444,合法性,立法,政治
上网,0.1443,规范,守法,环保
完全,0.1442,秩序,执法,国际
看似,0.1442,规范,执法,环保
这项,0.1441,合法性,立法,环保
净化,0.1441,规范,执法,环保
新加坡,0.144,规范,立法,国际
享受,0.144,规范,司法,环保
桥梁,0.144,秩序,立法,国际
共同体,0.144,秩序,司法,国际
背景,0.144,合法性,执法,经济
重申,0.1439,合法性,司法,国际
一片,0.1439,秩序,执法,环保
万名,0.1439,规范,司法,社会
市场化,0.1439,规范,司法,经济
富民,0.1439,规范,守法,科技
第一,0.1439,秩序,司法,科技
滋生,0.1438,规范,执法,政治
位置,0.1438,规范,执法,科技
榜样,0.1438,规范,守法,政治
种,0.1437,规范,执法,环保
植根于,0.1437,合法性,守法,政治
认清,0.1437,合法性,守法,政治
阶段,0.1437,规范,执法,科技
难点,0.1436,规范,司法,环保
差异,0.1436,合法性,司法,经济
指明,0.1435,秩序,立法,政治
浙江,0.1435,规范,司法,科技
民众,0.1435,合法性,立法,国际
投资者,0.1434,合法性,司法,经济
提前,0.1434,规范,立法,环保
开创,0.1434,秩序,立法,政治
海洋法,0.1434,合法性,司法,国际
另,0.1433,合法性,司法,国际
扶持,0.1433,规范,立法,科技
尊重,0.1432,秩序,守法,社会
文艺,0.1432,规范,立法,科技
习惯,0.1431,规范,守法,环保
交通,0.1431,秩序,执法,环保
成败,0.1431,合法性,司法,政治
字,0.143,规范,司法,环保
一道,0.143,秩序,司法,国际
突出重点,0.143,规范,立法,社会
特别强调,0.143,合法性,司法,政治
轨道,0.143,规范,立法,经济
福建,0.143,规范,司法,科技
一切,0.1429,合法性,司法,政治
方向,0.1429,秩序,立法,科技
网站,0.1428,规范,执法,国际
林,0.1428,秩序,立法,经济
着眼点,0.1426,合法性,立法,经济
携手,0.1426,秩序,司法,国际
网民,0.1426,规范,守法,社会
体验,0.1426,规范,执法,环保
即将,0.1426,秩序,执法,国际
相处,0.1425,秩序,守法,社会
文,0.1425,规范,执法,科技
真谛,0.1424,规范,守法,政治
占,0.1424,规范,立法,经济
远程,0.1424,规范,执法,科技
固然,0.1424,合法性,守法,社会
百年,0.1424,合法性,立法,科技
小分队,0.1423,规范,执法,科技
文明城市,0.1423,规范,立法,环保
网友,0.1423,规范,执法,环保
农民工,0.1423,规范,守法,社会
端,0.1423,规范,执法,科技
细节,0.1422,规范,司法,环保
谈到,0.1422,秩序,执法,科技
盼,0.1422,规范,立法,环保
归结,0.1422,规范,守法,经济
辩证关系,0.1422,规范,守法,经济
有何,0.1421,合法性,立法,国际
话,0.1421,秩序,守法,科技
五大,0.142,规范,执法,环保
退出,0.142,规范,司法,环保
生命,0.142,秩序,司法,科技
回到,0.142,秩序,执法,国际
特色,0.1419,规范,守法,经济
家,0.1419,规范,守法,科技
蕴含着,0.1418,秩序,司法,社会
扩大,0.1418,规范,执法,经济
单纯,0.1418,规范,执法,科技
谣言,0.1417,合法性,执法,社会
学生,0.1416,规范,执法,科技
蔚然成风,0.1416,规范,守法,社会
信心,0.1415,秩序,守法,经济
热点问题,0.1415,秩序,司法,国际
电影,0.1415,秩序,司法,科技
认可,0.1414,合法性,司法,国际
良好环境,0.1414,规范,守法,社会
一定,0.1413,规范,守法,科技
高度,0.1413,秩序,执法,政治
占领,0.1412,秩序,执法,国际
普遍,0.1412,秩序,执法,社会
立足,0.1412,规范,立法,科技
高等教育,0.1412,规范,司法,科技
一步,0.1411,规范,司法,科技
中国政府,0.141,合法性,立法,国际
与会,0.141,合法性,司法,国际
引领者,0.141,秩序,守法,科技
要旨,0.141,合法性,守法,社会
示范,0.1409,规范,守法,科技
一张,0.1408,规范,执法,科技
形态,0.1408,规范,司法,社会
主题,0.1407,规范,立法,科技
热点,0.1406,规范,立法,国际
某,0.1406,规范,司法,国际
生物,0.1405,秩序,立法,环保
